,Player,Span,Mat,Inns,Balls,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 13,
41,FJ Klaassen,(Netherland),2018-2019,4,4,240,150,10,15,3.75,24,0,0,
42,RR Kulkarni,(INDIA),1983-1987,10,10,444,345,10,34.5,4.66,44.4,0,0,
43,DK Liyanage,(Srilanka),1992-2001,16,16,642,510,10,51,4.76,64.2,0,0,
44,Mohammad Sharif,(Bangladesh),2001-2007,9,9,499,424,10,42.4,5.09,49.9,0,0,
45,Mohammad Zahid,(Pakistan),1996-2002,11,11,512,391,10,39.1,4.58,51.2,0,0,
46,D Mohammed,(West Indies),2006-2008,7,6,353,235,10,23.5,3.99,35.3,0,0,
47,Naimur Rahman,(Bangladesh),1995-2002,29,24,1094,904,10,90.4,4.95,109.4,0,0,
48,RJ Nicol,(Newzealand),2011-2013,22,17,339,329,10,32.9,5.82,33.9,1,0,
49,H Patel,(CAN),2009-2013,23,16,409,353,10,35.3,5.17,40.9,1,0,
0,MJG Rippon,(Netherland),2013-2018,6,6,252,167,10,16.7,3.97,25.2,1,0,
1,IH Romaine,(BMUDA),2006-2009,35,13,326,355,10,35.5,6.53,32.6,0,0,
2,KR Rutherford,(Newzealand),1985-1995,121,17,389,323,10,32.3,4.98,38.9,0,0,
3,RL Sanghvi,(INDIA),1998-1998,10,10,498,399,10,39.9,4.8,49.8,0,0,
4,Sanwar Hossain,(Bangladesh),1998-2003,27,13,383,327,10,32.7,5.12,38.3,0,0,
5,MD Shanaka,(Srilanka),2016-2019,22,12,282,274,10,27.4,5.82,28.2,0,1,
6,G Sharma,(INDIA),1985-1987,11,10,486,361,10,36.1,4.45,48.6,0,0,
7,TB Sole,(Scotland),2018-2019,10,10,504,387,10,38.7,4.6,50.4,1,0,
8,MN Waller,(Zimbabve),2009-2018,79,30,666,566,10,56.6,5.09,66.6,0,0,
9,Ziaur Rahman,(Bangladesh),2013-2014,13,11,390,301,10,30.1,4.63,39,0,1,
10,KN Amalean,(Srilanka),1986-1988,8,8,318,207,9,23,3.9,35.3,1,0,
11,MKDI Amerasinghe,(Srilanka),2007-2008,8,8,426,363,9,40.33,5.11,47.3,0,0,
12,Amjad Javed,(UAE),2008-2017,15,15,618,608,9,67.55,5.9,68.6,0,0,
13,ML Cummins,(West Indies),2014-2017,11,9,450,474,9,52.66,6.32,50,0,0,
14,KM Curran,(Zimbabve),1983-1987,11,10,506,398,9,44.22,4.71,56.2,0,0,
15,MH Dekker,(Zimbabve),1992-1996,23,12,347,290,9,32.22,5.01,38.5,0,0,
16,GRA de Silva,(Srilanka),1975-1982,6,6,305,262,9,29.11,5.15,33.8,0,0,
17,PLS Gamage,(Srilanka),2014-2017,9,9,402,392,9,43.55,5.85,44.6,1,0,
18,K Gore,(USA),2019-2019,7,7,300,208,9,23.11,4.16,33.3,1,0,
19,MP Jarvis,(Zimbabve),1987-1995,12,12,601,451,9,50.11,4.5,66.7,0,0,
20,Javed Ahmadi,(Afghanistan),2010-2019,44,17,398,319,9,35.44,4.8,44.2,1,0,
21,P Khadka,(NEPAL),2018-2019,6,6,258,164,9,18.22,3.81,28.6,1,0,
22,Khaliq Dad,(Afghanistan),2009-2010,6,6,252,150,9,16.66,3.57,28,0,0,
23,RJ Kirtley,(England),2001-2004,11,11,549,481,9,53.44,5.25,61,0,0,
24,T Kumaran,(INDIA),1999-2000,8,8,378,348,9,38.66,5.52,42,0,0,
25,RP Lefebvre,(Netherland),1996-2003,11,11,534,346,9,38.44,3.88,59.3,0,0,
26,AS Luseno,(KENYA),2003-2010,10,10,330,316,9,35.11,5.74,36.6,1,0,
27,MW Machan,(Scotland),2013-2016,23,16,402,384,9,42.66,5.73,44.6,0,0,
28,CS MacLeod,(Scotland),2008-2019,66,31,770,694,9,77.11,5.4,85.5,0,0,
29,Mohammad Kashif,(Netherland),2006-2010,11,11,450,410,9,45.55,5.46,50,0,0,
30,Mohammad Shahzad,(UAE),2014-2016,6,6,240,233,9,25.88,5.82,26.6,1,0,
31,Mohammad Tauqir,(UAE),2004-2015,11,11,491,383,9,42.55,4.68,54.5,0,0,
32,DT Mutendera,(Zimbabve),1999-2001,9,9,390,334,9,37.11,5.13,43.3,0,0,
33,JL Ontong,(South Africa),2001-2012,28,16,538,396,9,44,4.41,59.7,0,0,
34,CAK Rajitha,(Srilanka),2018-2019,9,9,353,379,9,42.11,6.44,39.2,0,0,
35,TG Shaw,(South Africa),1991-1994,9,9,504,298,9,33.11,3.54,56,0,0,
36,TAM Siriwardana,(Srilanka),2015-2019,27,21,601,547,9,60.77,5.46,66.7,0,0,
37,Soumya Sarkar,(Bangladesh),2014-2019,55,14,324,318,9,35.33,5.88,36,0,0,
38,S Sriram,(INDIA),2000-2004,8,8,324,274,9,30.44,5.07,36,0,0,
39,CAH Stevenson,(USA),2019-2019,4,4,186,149,9,16.55,4.8,20.6,0,0,
40,ML Su'a,(Newzealand),1992-1995,12,12,463,367,9,40.77,4.75,51.4,1,0,
41,BRM Taylor,(Zimbabve),2004-2019,193,21,396,406,9,45.11,6.15,44,0,0,
42,SD Udal,(England),1994-2005,11,11,612,400,9,44.44,3.92,68,0,0,
43,RM West,(Ireland),2008-2009,10,9,447,279,9,31,3.74,49.6,1,0,
44,D Wiese,(South Africa),2015-2016,6,6,294,316,9,35.11,6.44,32.6,0,0,
45,HS Williams,(South Africa),1999-2000,7,7,329,228,9,25.33,4.15,36.5,0,0,
46,KOK Williams,(West Indies),2017-2018,8,7,330,293,9,32.55,5.32,36.6,1,0,
47,B Wood,(England),1972-1982,13,10,420,224,9,24.88,3.2,46.6,0,0,
48,RA Woolmer,(England),1972-1976,6,6,321,260,9,28.88,4.85,35.6,0,0,
49,Abdur Rauf,(Pakistan),2008-2008,4,4,214,212,8,26.5,5.94,26.7,0,0,
0,RG Aga,(KENYA),2004-2014,12,11,402,320,8,40,4.77,50.2,0,0,
1,AC Agar,(Australia),2015-2018,9,9,432,414,8,51.75,5.75,54,0,0,
2,SL Campbell,(West Indies),1994-2001,90,8,196,170,8,21.25,5.2,24.5,1,0,
3,RP de Groen,(Newzealand),1993-1994,12,12,549,478,8,59.75,5.22,68.6,0,0,
4,Dolar Mahmud,(Bangladesh),2008-2009,7,7,210,258,8,32.25,7.37,26.2,1,0,
5,SF Graf,(Australia),1980-1981,11,10,522,345,8,43.12,3.96,65.2,0,0,
6,EJ Gray,(Newzealand),1984-1988,10,9,386,286,8,35.75,4.44,48.2,0,0,
7,Hasan Jamil,(Pakistan),1977-1978,6,5,232,154,8,19.25,3.98,29,0,0,
8,BC Hollioake,(England),1997-2002,20,17,642,532,8,66.5,4.97,80.2,0,0,
9,Irfan Ahmed,(HKG),2008-2014,6,6,290,299,8,37.37,6.18,36.2,0,0,
10,Izatullah Dawlatzai,(Afghanistan),2010-2015,5,5,210,146,8,18.25,4.17,26.2,1,0,
11,DPMD Jayawardene,(Srilanka),1998-2015,448,28,593,563,8,70.37,5.69,74.1,0,0,
12,MO Jones,(BMUDA),2006-2007,12,12,458,482,8,60.25,6.31,57.2,0,0,
13,Junaid Siddique,(UAE),2019-2019,3,3,171,147,8,18.37,5.15,21.3,0,0,
14,AR Kapoor,(INDIA),1995-2000,17,17,900,612,8,76.5,4.08,112.5,0,0,
15,JF Kloppenburg,(Netherland),2002-2003,6,6,242,191,8,23.87,4.73,30.2,1,0,
16,MKGCP Lakshitha,(Srilanka),2002-2003,7,7,300,254,8,31.75,5.08,37.5,0,0,
17,TJ Laughlin,(Australia),1978-1979,6,6,308,224,8,28,4.36,38.5,0,0,
18,CH Lloyd,(West Indies),1973-1985,87,10,358,210,8,26.25,3.51,44.7,0,0,
19,ACI Lock,(Zimbabve),1996-1996,8,7,289,219,8,27.37,4.54,36.1,0,1,
20,JFM Morrison,(Newzealand),1975-1983,18,7,283,199,8,24.87,4.21,35.3,0,0,
21,PWA Mulder,(South Africa),2017-2019,10,10,318,308,8,38.5,5.81,39.7,0,0,
22,Naved Anjum,(Pakistan),1984-1992,13,12,472,344,8,43,4.37,59,0,0,
23,Nawroz Mangal,(Afghanistan),2009-2016,49,16,293,235,8,29.37,4.81,36.6,0,0,
24,R Ngarava,(Zimbabve),2017-2018,9,9,377,409,8,51.12,6.5,47.1,0,0,
25,A Nortje,(South Africa),2019-2019,4,4,189,150,8,18.75,4.76,23.6,0,0,
26,NM Odhiambo,(KENYA),2010-2013,8,7,318,256,8,32,4.83,39.7,0,0,
27,SG Peall,(Zimbabve),1992-1996,21,19,900,678,8,84.75,4.52,112.5,0,0,
28,V Permaul,(West Indies),2012-2017,7,7,331,271,8,33.87,4.91,41.3,0,0,
29,MW Priest,(Newzealand),1990-1998,18,17,752,590,8,73.75,4.7,94,0,0,
30,Qadeer Ahmed,(UAE),2015-2019,11,11,516,467,8,58.37,5.43,64.5,0,0,
31,HP Rinke,(Zimbabve),2006-2006,18,12,277,273,8,34.12,5.91,34.6,0,0,
32,GR Robertson,(Australia),1994-1998,13,13,597,430,8,53.75,4.32,74.6,0,0,
33,GA Rogers,(Scotland),2006-2008,13,11,512,409,8,51.12,4.79,64,0,0,
34,BM Scholtz,(NAM),2019-2019,5,5,224,131,8,16.37,3.5,28,1,0,
35,RG Sharma,(INDIA),2007-2019,221,38,593,515,8,64.37,5.21,74.1,0,0,
36,AM Stuart,(Australia),1997-1997,3,3,180,109,8,13.62,3.63,22.5,0,1,
37,CEL Stuart,(West Indies),2001-2001,5,5,258,205,8,25.62,4.76,32.2,0,1,
38,SR Taylor,(USA),2019-2019,9,7,229,170,8,21.25,4.45,28.6,1,0,
39,SN Thakur,(INDIA),2017-2019,7,7,323,339,8,42.37,6.29,40.3,1,0,
40,JD Unadkat,(INDIA),2013-2013,7,7,312,209,8,26.12,4.01,39,1,0,
41,T van der Gugten,(Netherland),2012-2013,4,4,126,85,8,10.62,4.04,15.7,0,1,
42,RJ van Vuuren,(NAM),2003-2003,5,5,300,298,8,37.25,5.96,37.5,0,1,
43,BGK Walker,(Newzealand),2000-2002,11,11,438,417,8,52.12,5.71,54.7,0,0,
44,B Warnapura,(Srilanka),1975-1982,12,9,414,316,8,39.5,4.57,51.7,0,0,
45,VJ Wells,(England),1999-1999,9,8,220,189,8,23.62,5.15,27.5,0,0,
46,BM Wheeler,(Newzealand),2015-2015,6,6,309,315,8,39.37,6.11,38.6,0,0,
47,SG Whittingham,(Scotland),2017-2019,5,5,251,224,8,28,5.35,31.3,0,0,
48,RGCE Wijesuriya,(Srilanka),1982-1985,8,8,312,287,8,35.87,5.51,39,0,0,
49,NS Yadav,(INDIA),1986-1987,7,7,330,228,8,28.5,4.14,41.2,0,0,
0,S Abid Ali,(INDIA),1974-1975,5,5,336,187,7,26.71,3.33,48,0,0,
1,Aminul Islam,(Bangladesh),1988-2002,39,19,412,411,7,58.71,5.98,58.8,0,0,
2,Asif Mujtaba,(Pakistan),1986-1996,66,28,756,658,7,94,5.22,108,0,0,
3,KBJ Azad,(INDIA),1980-1986,25,11,390,273,7,39,4.2,55.7,0,0,
4,SB Bangar,(INDIA),2002-2004,15,14,442,384,7,54.85,5.21,63.1,0,0,
5,OAC Banks,(West Indies),2003-2005,5,5,270,189,7,27,4.2,38.5,0,0,
6,BS Bedi,(INDIA),1974-1979,10,10,590,340,7,48.57,3.45,84.2,0,0,
7,RE Bryson,(South Africa),1997-1997,7,7,378,323,7,46.14,5.12,54,0,0,
8,RP Burl,(Zimbabve),2017-2019,18,10,210,207,7,29.57,5.91,30,1,0,
9,BE Congdon,(Newzealand),1973-1978,11,10,437,287,7,41,3.94,62.4,0,0,
10,GJ Crocker,(Zimbabve),1992-1993,6,6,238,208,7,29.71,5.24,34,1,0,
11,AB de Villiers,(South Africa),2005-2018,228,9,192,202,7,28.85,6.31,27.4,0,0,
12,DAG Fletcher,(Zimbabve),1983-1983,6,6,301,221,7,31.57,4.4,43,1,0,
13,AS Hansra,(CAN),2010-2014,24,18,445,413,7,59,5.56,63.5,0,0,
14,CW Henderson,(South Africa),2001-2001,4,4,217,132,7,18.85,3.64,31,1,0,
15,MC Henriques,(Australia),2009-2017,11,10,354,306,7,43.71,5.18,50.5,0,0,
16,AG Huckle,(Zimbabve),1997-1999,19,18,858,661,7,94.42,4.62,122.5,0,0,
17,Javed Miandad,(Pakistan),1975-1996,233,12,436,297,7,42.42,4.08,62.2,0,0,
18,SP Jones,(England),2004-2005,8,7,348,275,7,39.28,4.74,49.7,0,0,
19,Kamran Shazad,(UAE),2014-2015,4,4,222,209,7,29.85,5.64,31.7,0,0,
20,JJ Krejza,(Australia),2011-2011,8,8,425,331,7,47.28,4.67,60.7,0,0,
21,Krishna Chandran,(UAE),2014-2016,12,11,418,431,7,61.57,6.18,59.7,0,0,
22,ML Lewis,(Australia),2005-2006,7,7,341,391,7,55.85,6.87,48.7,0,0,
23,Mahbubul Alam,(Bangladesh),2009-2009,5,5,222,280,7,40,7.56,31.7,0,0,
24,B Mavuta,(Zimbabve),2018-2019,7,7,276,266,7,38,5.78,39.4,0,0,
25,Mominul Haque,(Bangladesh),2012-2018,28,12,234,190,7,27.14,4.87,33.4,0,0,
26,EA Moseley,(West Indies),1990-1991,9,8,330,278,7,39.71,5.05,47.1,0,0,
27,C Munro,(Newzealand),2013-2019,57,25,552,481,7,68.71,5.22,78.8,0,0,
28,T Muzarabani,(Zimbabve),2015-2016,8,8,323,262,7,37.42,4.86,46.1,0,0,
29,AK Patel,(INDIA),1984-1985,8,6,360,263,7,37.57,4.38,51.4,0,0,
30,NK Patel,(USA),2019-2019,6,5,132,101,7,14.42,4.59,18.8,0,0,
31,KP Pietersen,(England),2004-2013,136,23,400,370,7,52.85,5.55,57.1,0,0,
32,AM Samad,(CAN),2003-2009,27,14,235,281,7,40.14,7.17,33.5,0,0,
33,KD Shah,(HKG),2014-2018,10,3,110,79,7,11.28,4.3,15.7,1,0,
34,OA Shah,(England),2001-2009,71,10,193,184,7,26.28,5.72,27.5,0,0,
35,Shahid Mahboob,(Pakistan),1982-1984,10,10,540,382,7,54.57,4.24,77.1,0,0,
36,BB Sran,(INDIA),2016-2016,6,6,302,269,7,38.42,5.34,43.1,0,0,
37,B Stanlake,(Australia),2017-2019,7,7,354,324,7,46.28,5.49,50.5,0,0,
38,GB Stevenson,(England),1980-1981,4,4,192,125,7,17.85,3.9,27.4,1,0,
39,CP Tremain,(Australia),2016-2016,4,4,240,255,7,36.42,6.37,34.2,0,0,
40,TE Tucker,(BMUDA),2008-2009,5,5,174,157,7,22.42,5.41,24.8,1,0,
41,SL Watkin,(England),1994-1994,4,4,221,193,7,27.57,5.23,31.5,1,0,
42,B Yardley,(Australia),1978-1983,7,5,198,130,7,18.57,3.93,28.2,0,0,
43,Zaheer Abbas,(Pakistan),1974-1985,62,12,280,223,7,31.85,4.77,40,0,0,
44,Zeeshan Maqsood,(OMAN),2019-2019,5,5,264,147,7,21,3.34,37.7,0,0,
45,Aqib Ilyas,(OMAN),2019-2019,5,5,138,80,6,13.33,3.47,23,0,0,
46,Athar Ali Khan,(Bangladesh),1988-1998,19,15,420,365,6,60.83,5.21,70,0,0,
47,ID Austin,(England),1998-1999,9,9,475,360,6,60,4.54,79.1,0,0,
48,Azhar Saeed,(UAE),1994-1996,7,7,271,213,6,35.5,4.71,45.1,0,0,
49,IR Bell,(England),2004-2015,161,6,88,88,6,14.66,6,14.6,0,0,
0,Bilawal Bhatti,(Pakistan),2013-2015,10,10,409,439,6,73.16,6.44,68.1,0,0,
1,GE Bradburn,(Newzealand),1990-2001,11,10,385,318,6,53,4.95,64.1,0,0,
2,LJ Burger,(NAM),2003-2003,6,6,330,297,6,49.5,5.4,55,0,0,
3,N Deonarine,(West Indies),2005-2015,31,20,501,475,6,79.16,5.68,83.5,0,0,
4,LHD Dilhara,(Srilanka),2005-2013,9,8,330,261,6,43.5,4.74,55,0,0,
5,SF Dukanwala,(UAE),1996-1996,5,4,198,153,6,25.5,4.63,33,0,1,
6,Fahad Alhashmi,(UAE),2008-2015,5,5,224,202,6,33.66,5.41,37.3,0,0,
7,KHRK Fernando,(Srilanka),2002-2006,7,7,234,159,6,26.5,4.07,39,0,0,
8,SC Getkate,(Ireland),2019-2019,3,3,162,120,6,20,4.44,27,0,0,
9,JOA Gordon,(CAN),2012-2014,5,5,204,191,6,31.83,5.61,34,0,0,
10,MD Gunathilaka,(Srilanka),2015-2019,38,18,306,296,6,49.33,5.8,51,0,0,
11,RO Hinds,(West Indies),2001-2004,14,12,407,350,6,58.33,5.15,67.8,0,0,
12,Imran Farhat,(Pakistan),2001-2013,58,8,116,110,6,18.33,5.68,19.3,0,0,
13,MMA Jonkman,(Netherland),2007-2010,4,4,136,113,6,18.83,4.98,22.6,0,0,
14,Karim Sadiq,(Afghanistan),2009-2016,24,12,320,201,6,33.5,3.76,53.3,0,0,
15,J Kila,(PNG),2018-2019,6,6,199,135,6,22.5,4.07,33.1,0,0,
16,PN Kirsten,(South Africa),1991-1994,40,8,183,152,6,25.33,4.98,30.5,0,0,
17,BP Loots,(Netherland),2010-2011,7,7,280,287,6,47.83,6.15,46.6,0,0,
18,PE McEwan,(Newzealand),1980-1985,17,10,420,353,6,58.83,5.04,70,0,0,
19,SCG MacGill,(Australia),2000-2000,3,3,180,105,6,17.5,3.5,30,1,0,
20,KA Maharaj,(South Africa),2017-2018,4,4,187,166,6,27.66,5.32,31.1,0,0,
21,KO Meth,(Zimbabve),2006-2012,11,9,406,419,6,69.83,6.19,67.6,0,0,
22,PL Mommsen,(Scotland),2010-2017,44,6,132,130,6,21.66,5.9,22,0,0,
23,CT Mutombodzi,(Zimbabve),2013-2015,11,9,311,278,6,46.33,5.36,51.8,0,0,
24,Naveen0ul0Haq,(Afghanistan),2016-2019,4,4,212,201,6,33.5,5.68,35.3,0,0,
25,EO Odumbe,(KENYA),1996-1996,8,7,137,137,6,22.83,6,22.8,0,0,
26,TK Patel,(USA),2019-2019,5,4,192,114,6,19,3.56,32,0,0,
27,MJR Rindel,(South Africa),1994-1999,22,12,270,242,6,40.33,5.37,45,0,0,
28,GK Robertson,(Newzealand),1981-1989,10,10,498,321,6,53.5,3.86,83,0,0,
29,BG Rogers,(Zimbabve),2002-2005,15,9,324,321,6,53.5,5.94,54,0,0,
30,Saeed Anwar,(Pakistan),1989-2003,247,13,242,191,6,31.83,4.73,40.3,0,0,
31,Saiful Islam,(Bangladesh),1990-1997,7,7,303,256,6,42.66,5.06,50.5,1,0,
32,R Sharma,(INDIA),2011-2012,4,4,206,177,6,29.5,5.15,34.3,0,0,
33,CEW Silverwood,(England),1996-2001,7,7,306,244,6,40.66,4.78,51,0,0,
34,NMK Smith,(England),1996-1996,7,6,261,190,6,31.66,4.36,43.5,0,0,
35,G Snyman,(NAM),2003-2003,5,5,288,281,6,46.83,5.85,48,0,0,
36,JH Stander,(Scotland),2009-2012,5,4,150,166,6,27.66,6.64,25,0,0,
37,DA Stirling,(Newzealand),1984-1984,6,6,246,207,6,34.5,5.04,41,0,0,
38,Taijul Islam,(Bangladesh),2014-2019,6,6,342,220,6,36.66,3.85,57,1,0,
39,Talha Jubair,(Bangladesh),2002-2003,6,6,204,255,6,42.5,7.5,34,1,0,
40,HP Tillakaratne,(Srilanka),1986-2003,200,15,180,141,6,23.5,4.7,30,0,0,
41,AC Voges,(Australia),2007-2013,31,15,301,276,6,46,5.5,50.1,0,0,
42,KPJ Warnaweera,(Srilanka),1990-1993,6,6,294,200,6,33.33,4.08,49,0,0,
43,K Weeraratne,(Srilanka),2000-2008,15,14,480,385,6,64.16,4.81,80,0,0,
44,Jai P Yadav,(INDIA),2002-2005,12,10,396,326,6,54.33,4.93,66,0,0,
45,Zahid Shah,(UAE),2008-2008,2,2,120,98,6,16.33,4.9,20,0,0,
46,Abu Jayed,(Bangladesh),2019-2019,2,2,108,114,5,22.8,6.33,21.6,0,1,
47,Asif Masood,(Pakistan),1973-1976,7,7,402,234,5,46.8,3.49,80.4,0,0,
48,ST Banerjee,(INDIA),1991-1992,6,6,240,202,5,40.4,5.05,48,0,0,
49,GJ Batty,(England),2002-2009,10,9,440,366,5,73.2,4.99,88,0,0,
0,A Bhandari,(INDIA),2000-2004,2,2,106,106,5,21.2,6,21.2,0,0,
1,Bilal Asif,(Pakistan),2015-2015,3,3,132,96,5,19.2,4.36,26.4,0,1,
2,G Boycott,(England),1971-1981,36,6,168,105,5,21,3.75,33.6,0,0,
3,D Brown,(West Indies),2001-2002,3,3,150,124,5,24.8,4.96,30,0,0,
4,MG Burmester,(Zimbabve),1992-1995,8,7,209,213,5,42.6,6.11,41.8,0,0,
5,IW Callen,(Australia),1978-1982,5,4,180,148,5,29.6,4.93,36,0,0,
6,J Cameron0Dow,(Ireland),2019-2019,4,4,186,151,5,30.2,4.87,37.2,0,0,
7,TK Canning,(Newzealand),2003-2005,4,4,204,203,5,40.6,5.97,40.8,0,0,
8,NM Carter,(Scotland),2013-2013,3,3,175,132,5,26.4,4.52,35,0,0,
9,NGB Cook,(England),1984-1989,3,3,144,95,5,19,3.95,28.8,0,0,
10,DJ Cullinan,(South Africa),1993-2000,138,9,174,124,5,24.8,4.27,34.8,0,0,
11,BCJ Cutting,(Australia),2013-2014,4,4,216,158,5,31.6,4.38,43.2,0,0,
12,PC de Silva,(Srilanka),2014-2017,7,7,316,256,5,51.2,4.86,63.2,0,0,
13,NR Dyer,(Scotland),1999-1999,5,3,156,117,5,23.4,4.5,31.2,0,0,
14,Elias Sunny,(Bangladesh),2011-2012,4,4,204,161,5,32.2,4.73,40.8,0,0,
15,GM Ewing,(Zimbabve),2004-2005,7,7,312,236,5,47.2,4.53,62.4,0,0,
16,Fareed Ahmad,(Afghanistan),2014-2017,5,4,150,143,5,28.6,5.72,30,0,0,
17,Fawad Alam,(Pakistan),2007-2015,38,13,398,377,5,75.4,5.68,79.6,0,0,
18,MVT Fernando,(Srilanka),2017-2019,8,8,297,337,5,67.4,6.8,59.4,0,0,
19,WT Gavera,(PNG),2014-2017,4,4,192,160,5,32,5,38.4,0,0,
20,Gholam Nousher,(Bangladesh),1986-1990,9,9,408,314,5,62.8,4.61,81.6,0,0,
21,RC Haynes,(West Indies),1989-1991,8,7,270,224,5,44.8,4.97,54,0,0,
22,TJ Heggelman,(Netherland),2010-2011,5,3,102,86,5,17.2,5.05,20.4,0,0,
23,IG Holland,(USA),2019-2019,4,4,138,100,5,20,4.34,27.6,0,0,
24,RO Hurley,(West Indies),2003-2004,9,7,378,313,5,62.6,4.96,75.6,0,0,
25,Ijaz Ahmed,(Pakistan),1986-2000,250,28,637,476,5,95.2,4.48,127.4,0,0,
26,Jasdeep Singh,(USA),2019-2019,4,4,114,104,5,20.8,5.47,22.8,1,0,
27,Jay Odedra,(OMAN),2019-2019,2,2,120,82,5,16.4,4.1,24,1,0,
28,S Jeganathan,(Srilanka),1983-1988,5,5,276,208,5,41.6,4.52,55.2,0,0,
29,D Joseph,(CAN),2003-2003,4,4,186,170,5,34,5.48,37.2,0,0,
30,Karan KC,(NEPAL),2018-2019,5,5,234,199,5,39.8,5.1,46.8,0,0,
31,RJ Kennedy,(Newzealand),1996-1996,7,7,312,283,5,56.6,5.44,62.4,0,0,
32,SC Kuggeleijn,(Newzealand),2017-2017,2,2,84,58,5,11.6,4.14,16.8,0,0,
33,JB Little,(Ireland),2019-2019,4,4,216,262,5,52.4,7.27,43.2,1,0,
34,SW Lubbers,(Netherland),1996-1996,4,4,216,187,5,37.4,5.19,43.2,0,0,
35,MAWR Madurasinghe,(Srilanka),1988-1992,12,11,480,358,5,71.6,4.47,96,0,0,
36,Manzoor Akhtar,(Pakistan),1997-1998,7,6,199,184,5,36.8,5.54,39.8,1,0,
37,Mohammad Hasnain,(Pakistan),2019-2019,5,5,246,303,5,60.6,7.39,49.2,0,0,
38,Mohammad Khalil,(Pakistan),2005-2005,3,3,144,144,5,28.8,6,28.8,0,0,
39,HJC Mol,(Netherland),2002-2008,11,7,182,149,5,29.8,4.91,36.4,0,0,
40,J Mulder,(Ireland),2017-2017,4,4,186,155,5,31,5,37.2,0,0,
41,Nadeem Ghauri,(Pakistan),1990-1990,6,6,342,230,5,46,4.03,68.4,0,0,
42,Naseer Malik,(Pakistan),1975-1975,3,3,180,98,5,19.6,3.26,36,0,0,
43,BP Nash,(West Indies),2008-2009,9,6,294,224,5,44.8,4.57,58.8,0,0,
44,Nazmul Islam,(Bangladesh),2018-2018,5,5,264,224,5,44.8,5.09,52.8,0,0,
45,TS Nethula,(Newzealand),2012-2012,5,5,264,249,5,49.8,5.65,52.8,0,0,
46,LN Oluoch,(KENYA),2011-2011,2,2,96,79,5,15.8,4.93,19.2,0,0,
47,ARM Opatha,(Srilanka),1975-1979,5,5,253,180,5,36,4.26,50.6,0,0,
48,SMA Priyanjan,(Srilanka),2013-2015,23,14,265,233,5,46.6,5.27,53,0,0,
49,Qaiser Ali,(CAN),2006-2008,17,6,182,132,5,26.4,4.35,36.4,0,0,
0,DB Rundle,(South Africa),1994-1994,2,2,96,95,5,19,5.93,19.2,1,0,
1,Saleem Altaf,(Pakistan),1973-1978,6,6,285,151,5,30.2,3.17,57,0,0,
2,IDK Salisbury,(England),1993-1994,4,4,186,177,5,35.4,5.7,37.2,0,0,
3,TAP Sekhar,(INDIA),1983-1985,4,4,156,128,5,25.6,4.92,31.2,0,0,
4,JJ Smit,(NAM),2019-2019,5,5,156,120,5,24,4.61,31.2,0,0,
5,RS Sodhi,(INDIA),2000-2002,18,14,462,365,5,73,4.74,92.4,0,0,
6,RD Steede,(BMUDA),2006-2008,8,8,312,257,5,51.4,4.94,62.4,0,0,
7,Sunzamul Islam,(Bangladesh),2017-2018,3,3,150,79,5,15.8,3.16,30,0,0,
8,Tanveer Ahmed,(HKG),2016-2018,6,6,229,208,5,41.6,5.44,45.8,0,0,
9,MK Tiwary,(INDIA),2008-2015,12,6,132,150,5,30,6.81,26.4,1,0,
10,GC Tonge,(West Indies),2009-2009,5,5,300,224,5,44.8,4.48,60,1,0,
11,S Venkataraghavan,(INDIA),1974-1983,15,14,868,542,5,108.4,3.74,173.6,0,0,
12,T Yohannan,(INDIA),2002-2002,3,3,120,122,5,24.4,6.1,24,0,0,
13,Sultan Zarawani,(UAE),1994-1996,7,7,264,257,5,51.4,5.84,52.8,0,0,
14,Aamer Hanif,(Pakistan),1993-1995,5,4,130,122,4,30.5,5.63,32.5,0,0,
15,Afzaal Haider,(HKG),2004-2008,4,4,180,227,4,56.75,7.56,45,0,0,
16,FA Allen,(West Indies),2018-2019,12,11,360,360,4,90,6,90,0,0,
17,J Angel,(Australia),1994-1995,3,3,162,113,4,28.25,4.18,40.5,0,0,
18,Ashfaq Ahmed,(UAE),2018-2019,16,7,223,185,4,46.25,4.97,55.7,0,0,
19,Asim Butt,(Scotland),1999-1999,5,5,222,148,4,37,4,55.5,0,0,
20,Azhar Ali,(Pakistan),2011-2018,53,14,258,260,4,65,6.04,64.5,0,0,
21,Azhar Hossain,(Bangladesh),1988-1990,7,7,263,209,4,52.25,4.76,65.7,0,0,
22,GR Beard,(Australia),1981-1981,2,2,112,70,4,17.5,3.75,28,0,0,
23,DM Benkenstein,(South Africa),1998-2002,23,4,65,44,4,11,4.06,16.2,0,0,
24,MJ Bennett,(Australia),1984-1985,8,8,408,275,4,68.75,4.04,102,0,0,
25,Bilal Khan,(OMAN),2019-2019,4,4,222,151,4,37.75,4.08,55.5,0,0,
26,JL Carter,(West Indies),2015-2019,33,12,136,160,4,40,7.05,34,0,0,
27,NA David,(INDIA),1997-1997,4,4,192,133,4,33.25,4.15,48,0,0,
28,AP Devcich,(Newzealand),2013-2016,12,11,324,291,4,72.75,5.38,81,0,0,
29,R Dravid,(INDIA),1996-2011,344,8,186,170,4,42.5,5.48,46.5,0,0,
